agreement_state,insurance_type,annual_premium,sum_insured,date_of_birth,issue_date,premium_payment_term,insurance_term,technical_start,debt,insured_person,issuing_company,surrender_value,non_invested_founds,max_available_withdrawal,value_of_emergency_insurance,value_of_personal_account,valid_until,eligible_persons
new,annuity,4842.0,5084.1,1953-01-11,1994-06-27,11,17,1994-07-01,968.4,Gabrielle Coleman,Company B,42609.6,0,42609.6,17500,0,2011-06-27,Denise Hansen
paid_up,endowment,8395.12,184692.64,1989-01-31,2016-03-26,11,8,2016-04-14,2098.78,Jonathan Page,Company C,64642.42,0,64642.42,3500,0,2024-04-12,Shelby Wilson
new,endowment,10059.32,543203.28,1994-04-09,2019-07-17,27,7,2019-08-15,0.0,Richard Mercer,Company D,190121.15,0,190121.15,13000,0,2026-08-13,David Hartman
new,whole_of_life,9313.35,614681.1,1954-07-10,2000-02-26,33,9999,2000-03-17,4656.68,Carol Johnson,Company D,0.0,0,0.0,19500,0,99999,Derrick Walls
paid_up,whole_of_life,8904.38,178087.6,1995-03-22,2030-12-17,10,9999,2031-01-16,0.0,Keith Ingram,Company C,0.0,0,0.0,4500,0,99999,Katelyn Bradley
paid_up,term_insurance,6953.63,69536.3,1999-09-12,2036-01-30,5,19,2036-02-12,1390.73,Juan Peterson,Company A,0.0,0,0.0,16000,0,2055-02-07,Victoria Turner
closed,endowment,9952.29,358282.44,1996-10-31,2035-06-24,18,48,2035-06-28,0.0,Robert Brooks,Company C,0.0,0,0.0,10500,0,2024-01-31T00:00:00,Shawn Kelley
declined,endowment,11021.5,220430.0,1969-01-04,1995-06-28,10,10,1995-07-23,0.0,Devin Dennis,Company B,0.0,0,0.0,11500,0,2005-07-20,Taylor Leon
declined,endowment,4549.13,272947.8,1976-04-28,2016-09-28,30,31,2016-10-17,758.19,Melissa Russell,Company D,0.0,0,0.0,14000,0,2047-10-10,Carol Oconnor
declined,term_insurance,4058.17,275955.56,1981-02-13,2015-06-20,34,29,2015-07-01,1352.72,Dr. Ronald Miller,Company A,0.0,0,0.0,10500,0,2044-06-23,Julie Perez
declined,endowment,11266.87,766147.16,1963-02-12,2000-09-01,34,43,2000-09-14,3755.62,Timothy Williamson,Company C,0.0,0,0.0,19000,0,2043-09-04,Rachel Richards
declined,endowment,10154.05,223389.1,1999-04-05,2029-01-14,11,20,2029-02-09,1692.34,William Smith DVM,Company A,0.0,0,0.0,17500,0,2049-02-04,Samuel Clark
new,endowment,9676.17,619274.88,2000-06-27,2038-12-29,32,5,2039-01-02,4838.09,Wanda Oconnell,Company D,216746.21,0,216746.21,9500,0,2044-01-01,Nicholas Drake
new,UL_endowment,1417.22,93536.52,1984-03-14,2022-09-24,33,18,2022-10-20,1417.22,Eric Lopez,Company C,32737.78,0,32737.78,12000,0,2040-10-15,Lori Barnes
new,UL_endowment,9845.91,393836.4,1997-09-25,2040-06-23,20,48,2040-07-06,0.0,Corey Mckinney,Company B,137842.74,0,137842.74,3000,0,2088-06-24,Aaron Esparza
closed,endowment,3066.32,165581.28,1966-01-14,2012-05-29,27,47,2012-06-01,0.0,Kristy Hubbard,Company A,0.0,0,0.0,19000,0,2024-01-31T00:00:00,Douglas Haney
new,annuity,10686.67,11221.0,1957-05-09,1987-09-24,15,45,1987-10-10,0.0,Carlos Carter,Company C,128240.04,0,128240.04,11000,0,2032-09-28,Jillian Rios
new,UL_endowment,5905.56,295278.0,1982-11-02,2023-08-25,25,9,2023-09-07,5905.56,Luis Williams,Company D,103347.3,0,103347.3,10500,0,2032-09-04,Aaron Sheppard
paid_up,annuity,11483.03,12057.18,1972-03-02,2012-09-07,5,37,2012-10-02,0.0,Jason Cobb,Company C,45932.12,0,45932.12,7500,0,2049-09-23,Bob Martinez
paid_up,UL_endowment,7508.05,360386.4,2006-03-18,2050-03-20,24,23,2050-04-16,2502.68,Jose Choi,Company D,126135.24,0,126135.24,4500,0,2073-04-10,Eric Marshall
declined,annuity,4080.32,4284.34,1980-06-13,2020-04-19,29,5,2020-05-15,1360.11,Samuel Flores,Company B,0.0,0,0.0,13500,0,2025-05-14,Matthew Stephens
paid_up,endowment,5085.23,152556.9,1997-03-28,2024-04-11,15,7,2024-04-17,0.0,Whitney Brown,Company B,53394.91,0,53394.91,11500,0,2031-04-16,Tracy Nichols
paid_up,endowment,1934.42,42557.24,1963-07-13,2011-09-24,11,23,2011-10-06,1934.42,Eric Mcmillan,Company B,14895.03,0,14895.03,6500,0,2034-09-30,Pamela Evans
new,term_insurance,7931.9,333139.8,1958-11-20,1992-05-13,21,41,1992-05-26,1982.97,Sheila Collins,Company B,0.0,0,0.0,12500,0,2033-05-16,Jordan Swanson
new,term_insurance,6806.25,381150.0,1987-11-24,2032-09-05,28,6,2032-10-03,0.0,Kristen Banks,Company A,0.0,0,0.0,9000,0,2038-10-02,Cindy Crawford
declined,annuity,2954.23,3101.94,1981-05-07,2010-07-24,18,38,2010-08-22,0.0,Chase Yu,Company D,0.0,0,0.0,17500,0,2048-08-12,Terry Benson
new,term_insurance,11510.26,414369.36,1980-12-27,2014-02-19,18,30,2014-03-12,3836.75,Sydney Rodgers,Company C,0.0,0,0.0,3500,0,2044-03-04,Gary Kaiser
paid_up,term_insurance,4291.07,94403.54,1984-05-05,2020-06-29,11,12,2020-07-13,858.21,William Stewart,Company D,0.0,0,0.0,14500,0,2032-07-10,Justin Miller
declined,annuity,6976.31,7325.13,1995-04-25,2016-12-01,15,15,2016-12-31,1162.72,Joseph Martinez,Company D,0.0,0,0.0,4000,0,2031-12-28,Donald Perkins
new,term_insurance,11114.88,333446.4,1964-07-24,1988-09-20,15,10,1988-10-12,2222.98,Paul Patel,Company C,0.0,0,0.0,10500,0,1998-10-10,Jeffery Moore
new,UL_endowment,1647.94,85692.88,1960-03-03,2004-01-22,26,8,2004-02-07,0.0,Robert Nelson,Company C,29992.51,0,29992.51,4000,0,2012-02-05,Stacey Parsons
paid_up,term_insurance,6968.4,432040.8,2006-10-14,2056-09-05,31,13,2056-09-14,0.0,Haley Harvey,Company B,0.0,0,0.0,9500,0,2069-09-11,Janet Mcclain
closed,annuity,7054.35,7407.07,1968-05-15,1988-06-02,25,7,1988-06-27,0.0,Bryan Lewis,Company D,0.0,0,0.0,8500,0,2024-01-31T00:00:00,Joseph Vargas
declined,annuity,7061.37,7414.44,1950-08-11,1998-09-26,16,8,1998-10-04,0.0,Clinton Ortiz,Company D,0.0,0,0.0,19000,0,2006-10-02,Parker Wilkerson
new,whole_of_life,4262.16,264253.92,1957-10-06,1986-04-29,31,9999,1986-05-04,0.0,Randy Rogers,Company C,0.0,0,0.0,6000,0,99999,Jeremy Banks
new,endowment,6846.65,123239.7,1983-10-02,2029-09-19,9,44,2029-10-10,2282.22,Russell Herrera,Company A,43133.89,0,43133.89,16000,0,2073-09-29,Sarah Salinas
new,endowment,5733.43,217870.34,1949-05-27,1969-08-23,19,24,1969-09-22,0.0,Stacey Wright,Company C,76254.62,0,76254.62,9500,0,1993-09-16,Brandon Williams
closed,annuity,5210.02,5470.52,1958-04-07,1996-03-01,12,45,1996-03-15,2605.01,Jesus Phillips,Company B,0.0,0,0.0,17500,0,2024-01-31T00:00:00,Victoria Carlson
declined,whole_of_life,9766.5,527391.0,1996-10-10,2029-05-13,27,9999,2029-05-27,2441.62,Lauren Brown,Company A,0.0,0,0.0,3500,0,99999,Mark White
closed,endowment,2338.41,37414.56,1966-03-31,2014-07-06,8,49,2014-07-16,0.0,Donald Bush,Company A,0.0,0,0.0,2500,0,2024-01-31T00:00:00,Ashley Pratt
new,endowment,5456.18,294633.72,1947-07-18,1979-08-08,27,11,1979-08-18,0.0,Steven Peck,Company B,103121.8,0,103121.8,3000,0,1990-08-15,Scott Flores
new,annuity,2199.58,2309.56,1959-01-13,1992-12-15,5,47,1993-01-09,0.0,Jaime Marks,Company A,8798.32,0,8798.32,13500,0,2039-12-29,Alexander Dean
new,annuity,9299.5,9764.48,2004-12-26,2054-11-19,27,12,2054-12-03,0.0,Derek White,Company C,200869.2,0,200869.2,11500,0,2066-11-30,Crystal Davis
paid_up,UL_endowment,3146.56,144741.76,1974-10-27,2017-11-22,23,42,2017-12-04,524.43,Larry Brewer,Company B,50659.62,0,50659.62,4000,0,2059-11-24,Stacy Wallace
new,UL_endowment,11599.28,255184.16,1987-08-02,2014-05-08,11,35,2014-05-30,2899.82,Taylor Barton,Company C,89314.46,0,89314.46,17500,0,2049-05-21,Jamie Johnson
closed,whole_of_life,9912.38,495619.0,1949-10-08,1973-04-19,25,9999,1973-05-18,0.0,Larry Baker,Company A,0.0,0,0.0,3000,0,99999,Michael Zhang
new,UL_endowment,11193.7,738784.2,1977-01-22,2004-01-04,33,19,2004-01-11,1865.62,Mark Gardner,Company A,258574.47,0,258574.47,8000,0,2023-01-06,Martin Roberts
new,annuity,3659.52,3842.5,1952-05-07,1983-04-27,18,23,1983-05-07,3659.52,Sierra Blair,Company A,52697.09,0,52697.09,11000,0,2006-05-01,Lauren Crawford
paid_up,endowment,9687.89,368139.82,2006-05-21,2035-02-12,19,20,2035-03-13,9687.89,Sherry Valentine,Company C,128848.94,0,128848.94,20000,0,2055-03-08,Eduardo Garrett
closed,term_insurance,8831.83,565237.12,2003-10-05,2051-08-06,32,33,2051-08-20,0.0,Lisa Davis,Company B,0.0,0,0.0,10000,0,2024-01-31T00:00:00,Charles Turner
new,endowment,2727.17,98178.12,1983-09-25,2016-10-06,18,13,2016-10-29,0.0,Brian Church,Company A,34362.34,0,34362.34,9000,0,2029-10-26,Donna Chapman
declined,term_insurance,1883.18,71560.84,1976-05-16,2017-09-13,19,13,2017-10-04,0.0,John Tapia,Company D,0.0,0,0.0,4500,0,2030-10-01,Joseph Bell
closed,term_insurance,1442.48,57699.2,1953-04-21,1997-02-19,20,36,1997-03-17,721.24,Stephanie Delgado,Company D,0.0,0,0.0,8000,0,2024-01-31T00:00:00,Anthony Whitaker
closed,UL_endowment,3885.39,77707.8,2001-06-06,2051-02-17,10,18,2051-03-07,777.08,Gregory Anderson,Company B,0.0,0,0.0,13000,0,2024-01-31T00:00:00,Robert Mcbride
declined,whole_of_life,2549.34,168256.44,1972-05-23,2014-02-19,33,9999,2014-03-11,509.87,Kara Parker,Company A,0.0,0,0.0,3500,0,99999,Matthew Ramirez DVM
new,annuity,5228.14,5489.55,1956-03-25,1985-07-25,10,49,1985-07-28,0.0,Joseph Mathews,Company A,41825.12,0,41825.12,5500,0,2034-07-16,Sherri Ramirez
closed,UL_endowment,11362.77,386334.18,1965-03-04,1985-11-19,17,25,1985-11-26,5681.39,Joshua Wallace,Company A,0.0,0,0.0,14000,0,2024-01-31T00:00:00,Debbie Lambert
declined,UL_endowment,7170.35,473243.1,1971-06-29,2009-11-26,33,26,2009-12-01,0.0,Tim Smith,Company C,0.0,0,0.0,16500,0,2035-11-25,Natalie Chen
declined,UL_endowment,4761.09,123788.34,1982-08-23,2015-05-08,13,18,2015-06-01,2380.55,Brian Smith,Company C,0.0,0,0.0,13000,0,2033-05-27,Pamela Schultz
closed,whole_of_life,9094.79,309222.86,2006-12-02,2038-06-15,17,9999,2038-06-30,0.0,Peter Davis,Company B,0.0,0,0.0,17000,0,99999,Greg Dunn
declined,UL_endowment,3534.53,197933.68,1965-04-05,1987-02-02,28,44,1987-02-07,589.09,Samantha Jackson,Company C,0.0,0,0.0,17500,0,2031-01-27,Heather Jackson
new,term_insurance,8021.41,385027.68,1992-07-16,2030-08-11,24,6,2030-08-20,1604.28,Natalie Moran,Company B,0.0,0,0.0,17500,0,2036-08-18,Mike Mack
paid_up,annuity,1564.82,1643.06,1981-05-12,2002-04-28,5,27,2002-05-14,0.0,Kathleen Hamilton,Company A,6259.28,0,6259.28,7000,0,2029-05-07,April Orozco
declined,annuity,2929.12,3075.58,1971-05-19,2011-09-30,33,47,2011-10-27,0.0,Dr. Heather Garza,Company D,0.0,0,0.0,8000,0,2058-10-15,John Carter
new,annuity,4082.34,4286.46,1985-03-16,2022-04-21,17,47,2022-05-06,2041.17,Whitney Phelps,Company D,55519.82,0,55519.82,5500,0,2069-04-24,David Roach
paid_up,whole_of_life,6072.41,133593.02,1954-08-06,1977-06-06,11,9999,1977-07-04,1518.1,Christina Davis,Company A,0.0,0,0.0,19000,0,99999,Robert Reynolds
new,term_insurance,5388.82,355662.12,1945-12-22,1968-03-20,33,40,1968-03-24,1077.76,Stacy Espinoza,Company D,0.0,0,0.0,6500,0,2008-03-14,Erin Garcia
declined,annuity,10159.11,10667.07,1952-11-23,1994-09-04,26,37,1994-09-11,0.0,Jared Scott,Company B,0.0,0,0.0,8500,0,2031-09-02,Robert Boyle
new,term_insurance,3780.24,181451.52,1979-10-05,2027-06-05,24,46,2027-06-17,0.0,Mary Price,Company D,0.0,0,0.0,4000,0,2073-06-05,Patricia Anderson
new,term_insurance,8487.4,84874.0,1975-03-01,1996-03-17,5,23,1996-04-03,2121.85,Devin Diaz,Company B,0.0,0,0.0,11500,0,2019-03-29,Luis Davis
closed,endowment,2122.24,89134.08,1962-01-16,2005-04-17,21,13,2005-05-13,0.0,Teresa Jones,Company B,0.0,0,0.0,18000,0,2024-01-31T00:00:00,Colleen Rogers
declined,endowment,11806.98,590349.0,1985-04-12,2028-02-04,25,16,2028-02-14,1967.83,Melissa West,Company A,0.0,0,0.0,11000,0,2044-02-10,Keith Garcia
closed,annuity,5218.46,5479.38,1946-11-27,1988-09-29,8,35,1988-10-12,0.0,Jimmy Hoffman,Company A,0.0,0,0.0,9500,0,2024-01-31T00:00:00,William Gonzales
new,UL_endowment,4345.23,182499.66,1981-08-27,2015-12-26,21,26,2016-01-07,0.0,Matthew Hobbs,Company B,63874.88,0,63874.88,12000,0,2041-12-31,Jacob Velazquez
new,UL_endowment,9985.97,139803.58,2001-11-20,2026-05-05,7,14,2026-06-04,0.0,Dana Rose,Company B,48931.25,0,48931.25,15000,0,2040-05-31,Nathan Brown
new,term_insurance,7943.38,444829.28,1976-12-21,2024-10-12,28,39,2024-11-09,2647.79,Julie Price,Company A,0.0,0,0.0,19000,0,2063-10-31,Antonio Reynolds
paid_up,annuity,5513.32,5788.99,2006-03-08,2031-09-25,11,23,2031-10-16,0.0,Gabriel Walker,Company A,48517.22,0,48517.22,19500,0,2054-10-10,Michelle Sanchez
new,UL_endowment,1952.98,136708.6,1975-03-31,2023-03-21,35,30,2023-03-22,0.0,Mark Reed,Company A,47848.01,0,47848.01,7500,0,2053-03-14,Michael Graham
paid_up,annuity,8129.06,8535.51,2006-12-13,2039-04-16,13,13,2039-04-21,0.0,Steven Johnson,Company C,84542.22,0,84542.22,8500,0,2052-04-17,Jennifer Olsen
closed,endowment,6205.18,99282.88,1968-06-17,2011-03-15,8,6,2011-03-16,1034.2,Dorothy Robinson,Company D,0.0,0,0.0,7500,0,2024-01-31T00:00:00,Amanda Perez
new,endowment,7484.15,493953.9,1989-05-04,2024-02-05,33,32,2024-02-16,0.0,Courtney Davis,Company B,172883.86,0,172883.86,8500,0,2056-02-08,Angelica Williams
paid_up,UL_endowment,1355.8,92194.4,1953-05-24,2000-06-26,34,49,2000-07-25,0.0,James Wright,Company D,32268.04,0,32268.04,13500,0,2049-07-13,Joseph Sawyer
paid_up,UL_endowment,6196.7,371802.0,1945-09-07,1981-11-14,30,22,1981-11-20,6196.7,Erika Watts,Company D,130130.7,0,130130.7,6000,0,2003-11-15,Kelly Ho
closed,endowment,6036.59,84512.26,2002-10-26,2022-11-17,7,27,2022-11-20,1207.32,Carl Barnett,Company C,0.0,0,0.0,18000,0,2024-01-31T00:00:00,Jessica Haynes
declined,endowment,5218.99,187883.64,1963-08-05,1997-09-19,18,38,1997-10-05,1304.75,Monica Hanna,Company C,0.0,0,0.0,16500,0,2035-09-26,Benjamin Torres
closed,term_insurance,2339.89,74876.48,1992-03-05,2024-05-14,16,48,2024-05-17,584.97,Shannon Phillips,Company C,0.0,0,0.0,20000,0,2024-01-31T00:00:00,David Morris
new,term_insurance,1379.86,30356.92,1951-01-03,1987-09-05,11,34,1987-09-29,0.0,Jessica Mason,Company B,0.0,0,0.0,19500,0,2021-09-20,Leslie Miller
paid_up,UL_endowment,9379.9,412715.6,1991-12-20,2020-08-26,22,18,2020-09-11,4689.95,Chelsea Davis,Company B,144450.46,0,144450.46,11500,0,2038-09-07,Kelly Wilson
declined,annuity,1613.68,1694.36,1972-09-11,2002-03-29,17,49,2002-04-22,0.0,Eric Durham,Company C,0.0,0,0.0,10500,0,2051-04-10,Timothy King
new,term_insurance,1805.57,46944.82,1979-03-09,2019-10-09,13,47,2019-10-23,0.0,Bailey Wilson,Company D,0.0,0,0.0,8000,0,2066-10-11,Tiffany Olsen
new,whole_of_life,9705.96,582357.6,1945-03-20,1988-08-11,30,9999,1988-08-26,0.0,Christine Henson,Company D,0.0,0,0.0,7500,0,99999,Wayne Miller
new,annuity,7536.01,7912.81,1973-04-05,1999-04-16,34,20,1999-04-21,0.0,Robert Rogers,Company C,204979.47,0,204979.47,15000,0,2019-04-16,Phillip Snyder
declined,term_insurance,4081.08,97945.92,1958-03-27,1997-04-22,12,16,1997-05-02,0.0,Gloria Ellis,Company A,0.0,0,0.0,9500,0,2013-04-28,Courtney Carter
closed,UL_endowment,5002.17,100043.4,1985-01-23,2029-11-17,10,27,2029-11-18,0.0,Edward Bishop,Company D,0.0,0,0.0,6500,0,2024-01-31T00:00:00,Heather Ross
closed,UL_endowment,2015.21,84638.82,1959-05-20,2000-05-06,21,16,2000-05-31,0.0,Robin Brown,Company D,0.0,0,0.0,11500,0,2024-01-31T00:00:00,Jennifer Sexton
new,UL_endowment,5833.54,326678.24,1990-08-15,2011-05-13,28,21,2011-06-03,0.0,Matthew Cook,Company B,114337.38,0,114337.38,18000,0,2032-05-28,Kayla Ortega
declined,endowment,7913.62,490644.44,1945-07-12,1985-01-15,31,25,1985-01-27,0.0,Jessica Johnson,Company C,0.0,0,0.0,4000,0,2010-01-21,Danny Moss
closed,UL_endowment,11607.72,742894.08,1985-08-26,2009-09-04,32,18,2009-09-29,0.0,Brandon Hunt,Company C,0.0,0,0.0,11000,0,2024-01-31T00:00:00,Denise Diaz
